partition,bvid,text,label
学习区,learn_3,终于把公式理解了三连了#1486,
生活区,life_4,剪辑有点乱弹幕护体#1653,0
学习区,learn_5,学不会有点烦三连了#2220,
生活区,life_1,画面好看点赞弹幕护体#356,1
学习区,learn_1,讲得有点快跟不上三连了#403,
生活区,life_3,快乐就是这么简单同感#1293,
学习区,learn_2,复习效率太低了打卡45#627,
生活区,life_5,剪辑有点乱三连了#2221,
学习区,learn_4,学不会有点烦打卡58#1901,
学习区,learn_3,看到题目就迷茫弹幕护体#1018,
生活区,life_3,生活感满满很温暖打卡58#1416,
生活区,life_3,生活感满满很温暖打卡40#1107,
学习区,learn_2,这个公式太痛苦三连了#896,
生活区,life_2,真的很放松期末人破防#709,
生活区,life_5,体验一般弹幕护体#2100,0
学习区,learn_2,思路很清晰适合复习姐妹们#915,1
学习区,learn_5,终于把公式理解了确实#2273,
学习区,learn_2,终于把公式理解了弹幕护体#606,
生活区,life_2,画面好看点赞确实#875,1
学习区,learn_1,知识点总结很完整第48遍看#436,
学习区,learn_3,作业好多真的累确实#1055,
生活区,life_3,内容有趣支持弹幕护体#1035,1
生活区,life_2,评论区吵起来了三连了#783,
学习区,learn_3,越学越焦虑同感#1230,0
生活区,life_5,内容有趣支持确实#2228,
生活区,life_3,感觉不太真实三连了#1399,
学习区,learn_1,越学越焦虑确实#210,
学习区,learn_4,知识点总结很完整打卡8#1657,
生活区,life_1,体验一般同感#466,1
学习区,learn_5,越学越焦虑三连了#2043,
生活区,life_4,评论区吵起来了三连了#1835,
学习区,learn_5,看到题目就迷茫弹幕护体#2084,
生活区,life_4,画面好看点赞三连了#1986,
生活区,life_5,这个视频太治愈了确实#2477,1
学习区,learn_3,太难了完全听不懂第47遍看#1114,
学习区,learn_4,这个方法太有用了收藏同感#1979,1
学习区,learn_4,学不会有点烦姐妹们#1777,
生活区,life_5,快乐就是这么简单确实#2367,
生活区,life_2,好喜欢这种日常弹幕护体#837,
学习区,learn_2,学会了感谢分享三连了#926,
学习区,learn_3,思路很清晰适合复习打卡34#1004,
生活区,life_4,画面好看点赞确实#1611,
生活区,life_2,生活感满满很温暖姐妹们#687,
学习区,learn_5,作业好多真的累三连了#2432,
生活区,life_2,真的很放松姐妹们#802,0
生活区,life_5,看完心情变好了第49遍看#2280,1
生活区,life_1,看完没什么收获哈哈#295,
学习区,learn_5,思路很清晰适合复习哈哈#2130,
学习区,learn_5,看到题目就迷茫弹幕护体#2415,
生活区,life_1,这种分享很真实确实#435,1
生活区,life_2,生活感满满很温暖弹幕护体#921,1
生活区,life_1,看着很舒服同感#293,
生活区,life_5,看完心情变好了期末人破防#2423,1
学习区,learn_2,复习效率太低了三连了#637,0
学习区,learn_5,学会了感谢分享哈哈#2157,
学习区,learn_3,这节课效率很高第76遍看#1337,
生活区,life_1,评论区吵起来了打卡29#223,
生活区,life_1,看着很舒服同感#86,
学习区,learn_3,知识点总结很完整三连了#1354,
生活区,life_2,快乐就是这么简单确实#539,1
生活区,life_2,评论区吵起来了弹幕护体#835,
生活区,life_3,真的很放松弹幕护体#1191,
生活区,life_5,有点无聊看不下去第86遍看#2123,
学习区,learn_5,终于把公式理解了救命#2244,
生活区,life_4,这种分享很真实期末人破防#1708,1
学习区,learn_5,太难了完全听不懂确实#2363,
学习区,learn_3,太难了完全听不懂救命#1057,
生活区,life_3,真的很放松同感#1417,
生活区,life_5,看完没什么收获第64遍看#2489,
学习区,learn_4,这个公式太痛苦姐妹们#1920,
生活区,life_2,看完没什么收获确实#984,
学习区,learn_4,这个知识点让我崩溃弹幕护体#1524,0
生活区,life_4,评论区吵起来了同感#1978,
生活区,life_1,这个视频太治愈了弹幕护体#481,1
生活区,life_4,好喜欢这种日常打卡28#1580,1
学习区,learn_3,例题很经典收获很多同感#1403,
生活区,life_3,这个视频太治愈了姐妹们#1183,
生活区,life_2,这种分享很真实三连了#824,
生活区,life_5,有点无聊看不下去第8遍看#2433,
生活区,life_1,看着很舒服哈哈#241,1
生活区,life_4,这个视频太治愈了三连了#1886,
学习区,learn_1,知识点总结很完整第79遍看#467,
学习区,learn_5,讲得有点快跟不上确实#2021,
生活区,life_1,内容有趣支持三连了#255,
生活区,life_4,看着很舒服打卡58#1707,
学习区,learn_2,讲得有点快跟不上三连了#678,
生活区,life_4,快乐就是这么简单三连了#1518,1
生活区,life_3,真的很放松确实#1248,
学习区,learn_4,学会了感谢分享确实#1918,
学习区,learn_2,学不会有点烦姐妹们#897,
学习区,learn_1,作业好多真的累弹幕护体#270,1
生活区,life_2,真的很放松弹幕护体#723,
学习区,learn_4,终于把公式理解了第36遍看#1976,
生活区,life_1,生活感满满很温暖三连了#478,1
学习区,learn_3,备考压力好大想哭第20遍看#1087,0
学习区,learn_1,越学越焦虑三连了#153,
生活区,life_3,画面好看点赞哈哈#1017,
生活区,life_5,剪辑有点乱弹幕护体#2277,
学习区,learn_1,越学越焦虑期末人破防#271,
生活区,life_5,画面好看点赞哈哈#2407,
学习区,learn_2,这个知识点让我崩溃期末人破防#862,
生活区,life_3,画面好看点赞打卡88#1252,
生活区,life_5,这个视频太治愈了同感#2242,
学习区,learn_3,作业好多真的累第75遍看#1045,
学习区,learn_5,这个公式太痛苦弹幕护体#2327,0
学习区,learn_5,备考压力好大想哭确实#2240,0
生活区,life_4,节奏太慢有点烦打卡96#1842,
学习区,learn_2,学不会有点烦期末人破防#621,
生活区,life_3,看着很舒服第50遍看#1117,
生活区,life_2,评论区吵起来了救命#882,
生活区,life_2,快乐就是这么简单救命#774,
生活区,life_5,内容有趣支持救命#2487,
学习区,learn_2,知识点总结很完整期末人破防#793,1
学习区,learn_5,太难了完全听不懂打卡3#2331,
学习区,learn_4,学不会有点烦第64遍看#1713,
生活区,life_5,内容有趣支持哈哈#2396,
学习区,learn_2,学不会有点烦第59遍看#544,
生活区,life_3,体验一般同感#1405,
学习区,learn_1,备考压力好大想哭第49遍看#49,
学习区,learn_3,作业好多真的累同感#1240,
学习区,learn_1,看到题目就迷茫哈哈#180,
学习区,learn_1,复习效率太低了打卡74#171,
学习区,learn_2,学会了感谢分享第29遍看#902,
学习区,learn_4,讲得有点快跟不上第63遍看#1615,
学习区,learn_3,终于把公式理解了弹幕护体#1129,
学习区,learn_4,例题很经典收获很多期末人破防#1572,
生活区,life_1,内容有趣支持哈哈#26,
学习区,learn_1,学会了感谢分享期末人破防#381,
学习区,learn_2,讲得有点快跟不上同感#804,
生活区,life_3,这种分享很真实三连了#1247,
生活区,life_2,看完没什么收获期末人破防#621,
学习区,learn_2,复习效率太低了第0遍看#582,
学习区,learn_2,笔记已经记好了同感#589,
学习区,learn_3,学不会有点烦姐妹们#1094,0
生活区,life_1,有点尴尬第4遍看#101,
生活区,life_1,快乐就是这么简单第71遍看#459,
生活区,life_1,有点无聊看不下去期末人破防#496,
生活区,life_4,感觉不太真实救命#1869,
生活区,life_1,看着很舒服救命#425,
生活区,life_1,剪辑有点乱期末人破防#205,
学习区,learn_3,讲得有点快跟不上打卡91#1352,
生活区,life_2,真的很放松打卡13#595,
学习区,learn_3,知识点总结很完整打卡92#1256,
生活区,life_4,这个视频太治愈了弹幕护体#1737,1
学习区,learn_1,太难了完全听不懂姐妹们#296,
生活区,life_4,生活感满满很温暖姐妹们#1633,
生活区,life_5,画面好看点赞弹幕护体#2189,
生活区,life_3,看完心情变好了姐妹们#1091,
学习区,learn_3,备考压力好大想哭哈哈#1010,0
生活区,life_4,感觉不太真实期末人破防#1910,
生活区,life_2,好喜欢这种日常三连了#514,
学习区,learn_5,讲得有点快跟不上救命#2334,0
生活区,life_1,真的很放松三连了#175,
生活区,life_1,这种分享很真实打卡51#342,
生活区,life_3,看完心情变好了同感#1270,
生活区,life_1,快乐就是这么简单三连了#236,
生活区,life_2,这种分享很真实哈哈#804,
生活区,life_3,快乐就是这么简单救命#1172,1
生活区,life_5,有点无聊看不下去期末人破防#2088,
生活区,life_5,体验一般期末人破防#2317,
学习区,learn_4,学不会有点烦三连了#1791,
学习区,learn_1,学不会有点烦救命#202,0
生活区,life_4,看完心情变好了姐妹们#1989,
学习区,learn_5,备考压力好大想哭三连了#2208,
学习区,learn_3,备考压力好大想哭同感#1195,
生活区,life_4,真的很放松确实#1640,
学习区,learn_1,备考压力好大想哭弹幕护体#90,
学习区,learn_3,例题很经典收获很多姐妹们#1359,
生活区,life_1,内容有趣支持打卡42#42,
学习区,learn_4,越学越焦虑第32遍看#1584,
生活区,life_1,画面好看点赞同感#215,1
生活区,life_1,有点尴尬确实#387,
学习区,learn_2,这个知识点让我崩溃打卡70#555,
生活区,life_3,生活感满满很温暖三连了#1427,
学习区,learn_1,看到题目就迷茫确实#331,0
生活区,life_3,看着很舒服哈哈#1408,
生活区,life_1,生活感满满很温暖同感#406,1
学习区,learn_5,讲得有点快跟不上期末人破防#2408,
学习区,learn_2,例题很经典收获很多三连了#639,1
生活区,life_3,真的很放松同感#1050,
生活区,life_2,看完心情变好了期末人破防#666,
生活区,life_4,这个视频太治愈了弹幕护体#1649,
生活区,life_1,看完心情变好了同感#371,
学习区,learn_1,作业好多真的累哈哈#435,
生活区,life_2,快乐就是这么简单救命#564,
学习区,learn_5,这节课效率很高确实#2420,
学习区,learn_2,备考压力好大想哭打卡53#829,
生活区,life_4,评论区吵起来了哈哈#1998,
生活区,life_5,这个视频太治愈了弹幕护体#2182,
学习区,learn_1,作业好多真的累第32遍看#420,0
生活区,life_2,标题党无语期末人破防#906,
学习区,learn_3,这个知识点让我崩溃弹幕护体#1068,
生活区,life_3,内容有趣支持姐妹们#1295,1
生活区,life_5,看完没什么收获三连了#2378,0
生活区,life_2,剪辑有点乱哈哈#543,
生活区,life_3,标题党无语确实#1310,0
生活区,life_3,真的很放松姐妹们#1320,
生活区,life_2,真的很放松姐妹们#770,1
生活区,life_3,真的很放松弹幕护体#1487,1
学习区,learn_5,这个方法太有用了收藏救命#2071,1
生活区,life_3,内容有趣支持同感#1096,
学习区,learn_4,讲得有点快跟不上救命#1860,
学习区,learn_1,这个公式太痛苦第37遍看#134,
学习区,learn_3,知识点总结很完整确实#1165,1
学习区,learn_5,看到题目就迷茫弹幕护体#2002,
生活区,life_5,体验一般姐妹们#2278,0
学习区,learn_5,笔记已经记好了哈哈#2473,
学习区,learn_3,复习效率太低了期末人破防#1145,
生活区,life_3,这个视频太治愈了弹幕护体#1185,
学习区,learn_3,这节课效率很高确实#1205,
生活区,life_3,看着很舒服救命#1067,
生活区,life_5,真的很放松救命#2438,
学习区,learn_1,思路很清晰适合复习期末人破防#131,
学习区,learn_4,笔记已经记好了哈哈#1627,
生活区,life_3,看完心情变好了同感#1491,
生活区,life_1,画面好看点赞打卡76#76,
生活区,life_5,这种分享很真实救命#2428,
生活区,life_2,看完没什么收获哈哈#560,0
学习区,learn_5,知识点总结很完整三连了#2453,
生活区,life_2,真的很放松期末人破防#579,
生活区,life_2,这个视频太治愈了同感#634,1
生活区,life_5,看完没什么收获打卡22#2350,
学习区,learn_2,越学越焦虑同感#946,
学习区,learn_5,这个方法太有用了收藏姐妹们#2444,
生活区,life_2,这种分享很真实救命#510,1
学习区,learn_2,备考压力好大想哭确实#601,
学习区,learn_4,例题很经典收获很多确实#1694,
学习区,learn_1,复习效率太低了确实#298,
学习区,learn_3,备考压力好大想哭姐妹们#1034,
生活区,life_4,这个视频太治愈了救命#1593,1
生活区,life_4,真的很放松弹幕护体#1621,
学习区,learn_3,复习效率太低了三连了#1367,
生活区,life_2,内容有趣支持同感#839,
学习区,learn_5,学不会有点烦同感#2059,
生活区,life_2,好喜欢这种日常姐妹们#819,
生活区,life_1,内容有趣支持第11遍看#399,
生活区,life_5,看完没什么收获第61遍看#2292,0
生活区,life_2,这个视频太治愈了第32遍看#808,
生活区,life_5,感觉不太真实姐妹们#2257,
生活区,life_4,这种分享很真实姐妹们#1513,
生活区,life_3,体验一般确实#1274,
学习区,learn_5,思路很清晰适合复习同感#2352,
生活区,life_5,看完心情变好了三连了#2245,
学习区,learn_3,讲解细节很到位第46遍看#1113,
生活区,life_5,内容太水了没用姐妹们#2356,
生活区,life_5,生活感满满很温暖第89遍看#2223,1
学习区,learn_1,作业好多真的累姐妹们#346,0
生活区,life_5,看着很舒服弹幕护体#2087,
学习区,learn_5,这个知识点让我崩溃救命#2033,
学习区,learn_2,老师讲得很清楚终于懂了打卡27#900,
学习区,learn_3,老师讲得很清楚终于懂了救命#1434,1
生活区,life_3,看完没什么收获同感#1226,
学习区,learn_5,学不会有点烦期末人破防#2013,
生活区,life_3,这种分享很真实救命#1288,
学习区,learn_5,备考压力好大想哭姐妹们#2287,0
生活区,life_5,看完心情变好了期末人破防#2323,
生活区,life_5,有点无聊看不下去三连了#2238,
学习区,learn_3,例题很经典收获很多第16遍看#1083,1
学习区,learn_3,例题很经典收获很多三连了#1277,
生活区,life_3,生活感满满很温暖弹幕护体#1342,
学习区,learn_1,学会了感谢分享救命#396,
学习区,learn_3,这个知识点让我崩溃弹幕护体#1368,
学习区,learn_3,作业好多真的累哈哈#1105,
生活区,life_2,看着很舒服确实#726,1
学习区,learn_1,备考压力好大想哭姐妹们#465,
生活区,life_5,这种分享很真实三连了#2244,
生活区,life_4,好喜欢这种日常弹幕护体#1603,1
生活区,life_4,看完心情变好了期末人破防#1824,
生活区,life_4,生活感满满很温暖救命#1704,
学习区,learn_5,越学越焦虑姐妹们#2230,
生活区,life_4,真的很放松打卡25#1868,
生活区,life_5,好喜欢这种日常打卡29#2260,
学习区,learn_1,太难了完全听不懂确实#71,0
生活区,life_5,内容有趣支持救命#2041,
生活区,life_5,真的很放松哈哈#2085,
学习区,learn_3,知识点总结很完整三连了#1251,
学习区,learn_3,越学越焦虑确实#1465,
生活区,life_2,看完没什么收获救命#522,
生活区,life_3,快乐就是这么简单确实#1289,1
学习区,learn_3,这个方法太有用了收藏同感#1016,
学习区,learn_3,讲得有点快跟不上救命#1464,
生活区,life_4,标题党无语弹幕护体#1782,
生活区,life_5,生活感满满很温暖姐妹们#2121,
学习区,learn_2,讲得有点快跟不上确实#551,
学习区,learn_2,备考压力好大想哭第49遍看#631,1
学习区,learn_4,复习效率太低了弹幕护体#1600,
学习区,learn_1,笔记已经记好了姐妹们#140,
学习区,learn_4,这个方法太有用了收藏同感#1935,
学习区,learn_3,终于把公式理解了同感#1375,
生活区,life_5,生活感满满很温暖第21遍看#2155,
生活区,life_3,内容太水了没用哈哈#1352,
学习区,learn_5,这个公式太痛苦救命#2361,0
学习区,learn_3,学不会有点烦哈哈#1441,
学习区,learn_1,学不会有点烦同感#427,
学习区,learn_2,这个公式太痛苦期末人破防#755,
学习区,learn_4,太难了完全听不懂打卡56#1899,0
生活区,life_5,生活感满满很温暖救命#2077,
学习区,learn_3,太难了完全听不懂三连了#1365,
生活区,life_1,生活感满满很温暖期末人破防#52,
生活区,life_2,看着很舒服确实#854,1
学习区,learn_4,老师讲得很清楚终于懂了姐妹们#1876,1
学习区,learn_4,学不会有点烦救命#1523,
生活区,life_4,内容有趣支持确实#1957,
生活区,life_3,看完没什么收获救命#1070,
学习区,learn_3,例题很经典收获很多弹幕护体#1160,
学习区,learn_5,这个知识点让我崩溃三连了#2401,
学习区,learn_3,这节课效率很高弹幕护体#1220,
生活区,life_3,有点尴尬打卡47#1211,
学习区,learn_5,这个知识点让我崩溃第53遍看#2090,
学习区,learn_2,作业好多真的累弹幕护体#649,0
学习区,learn_5,备考压力好大想哭三连了#2051,
学习区,learn_1,这个方法太有用了收藏第22遍看#410,1
学习区,learn_2,越学越焦虑姐妹们#756,
学习区,learn_3,思路很清晰适合复习同感#1300,
学习区,learn_2,这个公式太痛苦打卡58#737,
生活区,life_4,真的很放松弹幕护体#1783,
学习区,learn_1,终于把公式理解了姐妹们#393,
生活区,life_1,这个视频太治愈了三连了#486,
生活区,life_5,内容太水了没用确实#2399,
学习区,learn_1,学会了感谢分享同感#297,
生活区,life_5,真的很放松第36遍看#2461,
生活区,life_4,看完没什么收获第87遍看#1736,
学习区,learn_4,这个公式太痛苦期末人破防#1795,
学习区,learn_3,讲得有点快跟不上确实#1380,
学习区,learn_3,备考压力好大想哭三连了#1295,
生活区,life_3,好喜欢这种日常确实#1420,
学习区,learn_5,讲得有点快跟不上打卡91#2128,
生活区,life_5,有点无聊看不下去确实#2332,
学习区,learn_5,太难了完全听不懂打卡70#2204,
学习区,learn_4,太难了完全听不懂三连了#1872,0
生活区,life_1,好喜欢这种日常姐妹们#352,
学习区,learn_5,越学越焦虑弹幕护体#2088,
生活区,life_3,这种分享很真实期末人破防#1082,
学习区,learn_2,笔记已经记好了确实#732,
生活区,life_2,画面好看点赞救命#974,
生活区,life_3,看着很舒服期末人破防#1148,
生活区,life_5,有点无聊看不下去期末人破防#2102,
生活区,life_4,看着很舒服姐妹们#1521,
学习区,learn_1,学不会有点烦第70遍看#167,0
生活区,life_2,这个视频太治愈了救命#620,
生活区,life_1,看完心情变好了第57遍看#445,
生活区,life_1,这个视频太治愈了哈哈#327,
生活区,life_2,内容有趣支持三连了#685,1
学习区,learn_1,例题很经典收获很多第82遍看#179,1
生活区,life_3,看完心情变好了救命#1204,
学习区,learn_2,例题很经典收获很多三连了#529,
学习区,learn_4,这个方法太有用了收藏期末人破防#1999,
学习区,learn_1,复习效率太低了哈哈#198,
生活区,life_3,生活感满满很温暖弹幕护体#1347,
生活区,life_2,这个视频太治愈了第26遍看#608,
学习区,learn_4,这个知识点让我崩溃期末人破防#1891,
学习区,learn_5,这节课效率很高确实#2381,
学习区,learn_5,例题很经典收获很多打卡0#2037,
学习区,learn_5,看到题目就迷茫打卡14#2245,
生活区,life_2,看着很舒服确实#818,
生活区,life_1,好喜欢这种日常姐妹们#393,
生活区,life_1,看完没什么收获弹幕护体#74,
学习区,learn_4,学不会有点烦哈哈#1785,
生活区,life_5,节奏太慢有点烦第78遍看#2309,
生活区,life_2,快乐就是这么简单同感#809,
学习区,learn_3,这个知识点让我崩溃救命#1379,
生活区,life_2,有点无聊看不下去确实#593,
学习区,learn_2,这个知识点让我崩溃确实#633,
学习区,learn_3,这节课效率很高救命#1183,
生活区,life_2,看着很舒服确实#555,
学习区,learn_4,这个方法太有用了收藏打卡34#1683,
生活区,life_3,这种分享很真实期末人破防#1122,
生活区,life_5,生活感满满很温暖期末人破防#2043,
生活区,life_4,节奏太慢有点烦救命#1657,
生活区,life_4,体验一般打卡36#1588,
学习区,learn_1,这个公式太痛苦期末人破防#169,
生活区,life_1,看完没什么收获同感#138,
生活区,life_1,感觉不太真实姐妹们#304,
生活区,life_4,快乐就是这么简单弹幕护体#1792,
生活区,life_3,真的很放松同感#1077,
生活区,life_5,看着很舒服哈哈#2484,
学习区,learn_4,作业好多真的累同感#1680,
学习区,learn_5,讲得有点快跟不上第91遍看#2225,
生活区,life_4,这种分享很真实同感#1871,
生活区,life_2,体验一般哈哈#614,
生活区,life_2,看完没什么收获救命#649,
学习区,learn_3,作业好多真的累同感#1231,
生活区,life_3,真的很放松期末人破防#1125,
生活区,life_3,剪辑有点乱打卡71#1138,
生活区,life_2,标题党无语三连了#846,
学习区,learn_2,讲解细节很到位期末人破防#671,
学习区,learn_2,讲得有点快跟不上同感#822,0
生活区,life_5,画面好看点赞三连了#2072,
学习区,learn_4,老师讲得很清楚终于懂了确实#1748,1
生活区,life_5,内容有趣支持期末人破防#2083,
生活区,life_2,评论区吵起来了救命#667,1
生活区,life_3,画面好看点赞姐妹们#1065,1
生活区,life_1,真的很放松救命#27,
学习区,learn_4,这个知识点让我崩溃确实#1956,0
学习区,learn_1,太难了完全听不懂姐妹们#25,
学习区,learn_2,这个公式太痛苦救命#879,
学习区,learn_5,作业好多真的累救命#2289,
生活区,life_4,看完心情变好了第33遍看#1876,
学习区,learn_3,这个方法太有用了收藏期末人破防#1421,
学习区,learn_3,复习效率太低了救命#1356,
生活区,life_3,生活感满满很温暖第3遍看#1264,
学习区,learn_4,太难了完全听不懂确实#1982,
学习区,learn_4,备考压力好大想哭确实#1810,
生活区,life_5,好喜欢这种日常同感#2025,1
学习区,learn_5,太难了完全听不懂救命#2016,
学习区,learn_2,备考压力好大想哭三连了#783,
学习区,learn_3,越学越焦虑哈哈#1020,
生活区,life_5,看完没什么收获救命#2136,
学习区,learn_5,看到题目就迷茫姐妹们#2209,
学习区,learn_2,例题很经典收获很多救命#746,1
学习区,learn_3,备考压力好大想哭哈哈#1313,
学习区,learn_1,这个公式太痛苦姐妹们#142,
学习区,learn_4,学不会有点烦期末人破防#1664,
生活区,life_2,这个视频太治愈了三连了#639,0
学习区,learn_3,讲解细节很到位弹幕护体#1407,
学习区,learn_4,知识点总结很完整期末人破防#1801,
生活区,life_1,节奏太慢有点烦姐妹们#94,
学习区,learn_1,这节课效率很高哈哈#188,
学习区,learn_3,学不会有点烦期末人破防#1242,
学习区,learn_4,终于把公式理解了第93遍看#1936,
生活区,life_1,有点尴尬救命#396,
学习区,learn_5,笔记已经记好了打卡51#2185,
学习区,learn_4,老师讲得很清楚终于懂了同感#1805,
学习区,learn_4,备考压力好大想哭确实#1888,
学习区,learn_4,思路很清晰适合复习同感#1971,
生活区,life_3,评论区吵起来了同感#1020,
学习区,learn_5,这个公式太痛苦三连了#2328,
学习区,learn_5,学不会有点烦救命#2270,0
生活区,life_1,看完心情变好了姐妹们#265,
学习区,learn_2,例题很经典收获很多期末人破防#912,
学习区,learn_1,太难了完全听不懂救命#80,
学习区,learn_1,这个知识点让我崩溃哈哈#490,
生活区,life_4,剪辑有点乱确实#1997,
学习区,learn_4,这个方法太有用了收藏期末人破防#1678,
生活区,life_2,这种分享很真实哈哈#967,
学习区,learn_2,笔记已经记好了弹幕护体#785,
生活区,life_5,看着很舒服第85遍看#2316,
学习区,learn_5,越学越焦虑弹幕护体#2198,
生活区,life_4,看着很舒服确实#1884,
学习区,learn_2,这个公式太痛苦哈哈#880,
生活区,life_4,标题党无语姐妹们#1995,
学习区,learn_2,作业好多真的累哈哈#575,
学习区,learn_1,例题很经典收获很多弹幕护体#336,
学习区,learn_1,复习效率太低了弹幕护体#446,
生活区,life_1,感觉不太真实期末人破防#460,0
学习区,learn_3,太难了完全听不懂第36遍看#1006,
学习区,learn_3,这个公式太痛苦三连了#1483,0
学习区,learn_3,例题很经典收获很多救命#1144,1
学习区,learn_2,作业好多真的累确实#978,
生活区,life_1,好喜欢这种日常救命#65,
生活区,life_2,节奏太慢有点烦哈哈#669,
生活区,life_3,快乐就是这么简单确实#1081,
生活区,life_3,剪辑有点乱姐妹们#1402,
学习区,learn_2,学会了感谢分享期末人破防#885,
生活区,life_4,内容有趣支持第55遍看#1510,
生活区,life_3,画面好看点赞期末人破防#1003,
学习区,learn_1,越学越焦虑期末人破防#417,
生活区,life_5,这种分享很真实确实#2470,
生活区,life_5,内容有趣支持姐妹们#2138,
生活区,life_2,看着很舒服第71遍看#944,1
生活区,life_4,快乐就是这么简单第38遍看#1687,1
学习区,learn_5,知识点总结很完整打卡38#2269,
生活区,life_3,快乐就是这么简单弹幕护体#1225,1
生活区,life_4,体验一般确实#1555,
学习区,learn_5,看到题目就迷茫打卡50#2087,
学习区,learn_4,终于把公式理解了期末人破防#1547,
学习区,learn_2,例题很经典收获很多救命#545,
学习区,learn_1,讲得有点快跟不上期末人破防#26,
生活区,life_2,标题党无语同感#720,1
生活区,life_2,看完心情变好了姐妹们#584,
学习区,learn_3,备考压力好大想哭同感#1019,
学习区,learn_5,讲得有点快跟不上救命#2068,
学习区,learn_2,复习效率太低了姐妹们#590,
生活区,life_5,感觉不太真实期末人破防#2267,
学习区,learn_3,太难了完全听不懂救命#1198,
生活区,life_1,看着很舒服姐妹们#296,
生活区,life_4,内容太水了没用姐妹们#1902,
生活区,life_3,这种分享很真实救命#1260,
学习区,learn_5,太难了完全听不懂确实#2217,
生活区,life_3,看完心情变好了确实#1467,1
生活区,life_2,看完心情变好了期末人破防#708,
学习区,learn_5,例题很经典收获很多确实#2012,1
生活区,life_5,看完心情变好了弹幕护体#2212,1
生活区,life_4,这种分享很真实三连了#1571,1
学习区,learn_3,作业好多真的累弹幕护体#1499,0
生活区,life_5,快乐就是这么简单三连了#2178,1
学习区,learn_4,讲得有点快跟不上哈哈#1685,
生活区,life_5,节奏太慢有点烦姐妹们#2042,
学习区,learn_5,笔记已经记好了确实#2387,
学习区,learn_2,讲解细节很到位姐妹们#960,
学习区,learn_3,老师讲得很清楚终于懂了第62遍看#1420,
生活区,life_4,看着很舒服打卡14#1760,
生活区,life_3,这个视频太治愈了弹幕护体#1290,
学习区,learn_4,太难了完全听不懂三连了#1674,
生活区,life_1,评论区吵起来了期末人破防#130,
生活区,life_4,好喜欢这种日常救命#1946,
生活区,life_1,看完心情变好了期末人破防#461,
学习区,learn_4,例题很经典收获很多第4遍看#1556,
学习区,learn_5,看到题目就迷茫同感#2416,
生活区,life_5,这种分享很真实哈哈#2119,
生活区,life_5,这个视频太治愈了姐妹们#2246,
生活区,life_2,节奏太慢有点烦同感#972,
学习区,learn_5,越学越焦虑救命#2161,
学习区,learn_5,这节课效率很高第50遍看#2281,
生活区,life_2,这个视频太治愈了哈哈#871,
生活区,life_4,好喜欢这种日常同感#1740,
生活区,life_1,看完没什么收获期末人破防#244,
学习区,learn_4,知识点总结很完整期末人破防#1571,
生活区,life_1,感觉不太真实同感#9,
生活区,life_1,画面好看点赞弹幕护体#355,
学习区,learn_4,越学越焦虑三连了#1566,0
学习区,learn_4,这个公式太痛苦同感#1961,
生活区,life_1,画面好看点赞救命#155,
生活区,life_1,这种分享很真实确实#64,
学习区,learn_4,复习效率太低了弹幕护体#1866,
生活区,life_4,看完心情变好了哈哈#1706,
学习区,learn_5,作业好多真的累期末人破防#2367,
学习区,learn_5,讲得有点快跟不上哈哈#2222,0
学习区,learn_5,终于把公式理解了打卡63#2197,1
学习区,learn_5,老师讲得很清楚终于懂了同感#2061,
学习区,learn_2,复习效率太低了姐妹们#515,
生活区,life_4,看着很舒服救命#1735,
生活区,life_4,看完心情变好了救命#1864,
生活区,life_1,有点无聊看不下去三连了#305,
生活区,life_4,内容有趣支持哈哈#1511,1
学习区,learn_2,备考压力好大想哭打卡66#745,
生活区,life_1,内容有趣支持救命#261,
生活区,life_5,快乐就是这么简单打卡42#2176,1
学习区,learn_3,这个公式太痛苦第57遍看#1124,0
生活区,life_2,快乐就是这么简单同感#662,1
生活区,life_3,节奏太慢有点烦哈哈#1495,0
生活区,life_4,看完心情变好了哈哈#1689,
生活区,life_3,评论区吵起来了弹幕护体#1349,
生活区,life_1,内容有趣支持弹幕护体#24,
生活区,life_5,看着很舒服打卡35#2460,
生活区,life_4,画面好看点赞打卡42#1885,
学习区,learn_5,笔记已经记好了三连了#2486,
生活区,life_1,这种分享很真实确实#297,
生活区,life_3,看完没什么收获弹幕护体#1305,
生活区,life_5,内容有趣支持三连了#2344,
生活区,life_2,这种分享很真实姐妹们#721,
学习区,learn_5,复习效率太低了哈哈#2272,
生活区,life_2,好喜欢这种日常姐妹们#527,1
学习区,learn_1,这个公式太痛苦期末人破防#327,
学习区,learn_3,看到题目就迷茫确实#1192,
学习区,learn_2,这节课效率很高确实#695,1
学习区,learn_2,学会了感谢分享同感#543,
生活区,life_2,好喜欢这种日常哈哈#918,
学习区,learn_1,看到题目就迷茫打卡59#253,
生活区,life_3,体验一般期末人破防#1045,
学习区,learn_2,知识点总结很完整弹幕护体#614,
生活区,life_4,真的很放松三连了#1572,
学习区,learn_5,这个知识点让我崩溃打卡28#2356,
生活区,life_4,标题党无语救命#1770,0
生活区,life_5,生活感满满很温暖救命#2177,
学习区,learn_3,作业好多真的累三连了#1288,0
生活区,life_2,看着很舒服哈哈#830,
生活区,life_4,看着很舒服确实#1674,
生活区,life_3,有点尴尬姐妹们#1426,0
